year,date,value_tmax,value_tmin,Location,PRISMMinTempF,PRISMMaxTempF,CIMISMinTempF,CIMISMaxTempF
2016,2016-02-05,14.52299976,3.381999969,Biggs244,38.08759995,58.14139957,41.8,63
2016,2016-02-06,15.83399963,2.835000038,Biggs244,37.10300007,60.50119934,39.1,66.3
2016,2016-02-07,18.24300003,4.782000065,Biggs244,40.60760012,64.83740005,45.7,76.2
2016,2016-02-08,24.17399979,8.293000221,Biggs244,46.9274004,75.51319962,44.9,79.2
2016,2016-02-09,25.45700073,7.947000027,Biggs244,46.30460005,77.82260132,43.5,74.8
2016,2016-02-10,22.41200066,6.907000065,Biggs244,44.43260012,72.34160118,42.8,73.7
2016,2016-02-11,21.56399918,6.890999794,Biggs244,44.40379963,70.81519852,47.2,72.1
2016,2016-02-12,21.49900055,8.086999893,Biggs244,46.55659981,70.69820099,44.3,73.4
2016,2016-02-13,21.7859993,7.294000149,Biggs244,45.12920027,71.21479874,46.5,73.9
2016,2016-02-14,22.37999916,8.24600029,Biggs244,46.84280052,72.28399849,47.8,76.6
2016,2016-02-15,24.11400032,9.347999573,Biggs244,48.82639923,75.40520058,53.4,79.3
2016,2016-02-16,25.73999977,8.218000412,Biggs244,46.79240074,78.33199959,44.8,76.1
2016,2016-02-17,23.07699966,7.93200016,Biggs244,46.27760029,73.5385994,47.7,68.1
2016,2016-02-18,19.35199928,9.010000229,Biggs244,48.21800041,66.83359871,47.8,61.5
2016,2016-02-19,15.09700012,8,Biggs244,46.4,59.17460022,44.9,57.2
2016,2016-02-20,13.5010004,7.145999908,Biggs244,44.86279984,56.30180073,42.8,65.4
2016,2016-02-21,17.11100006,3.796999931,Biggs244,38.83459988,62.79980011,36.8,66.8
2016,2016-02-22,18.27599907,3.778000116,Biggs244,38.80040021,64.89679832,41.5,70.4
2016,2016-02-23,20.95800018,6.035999775,Biggs244,42.86479959,69.72440033,37,70.5
2016,2016-02-24,20.21800041,3.765000105,Biggs244,38.77700019,68.39240074,40.4,71.7
2016,2016-02-25,21.40099907,6.369999886,Biggs244,43.46599979,70.52179832,45.2,76.8
2016,2016-02-26,23.2689991,7.454999924,Biggs244,45.41899986,73.88419838,45.3,71.4
2016,2016-02-27,21.41500092,7.987999916,Biggs244,46.37839985,70.54700165,45.6,65.2
2016,2016-02-28,17.3920002,6.512000084,Biggs244,43.72160015,63.30560036,42.3,69.8
2016,2016-02-29,19.17300034,6.122000217,Biggs244,43.01960039,66.5114006,44,75.7
2016,2016-03-01,22.67499924,7.164000034,Biggs244,44.89520006,72.81499863,44.5,74
2016,2016-03-02,22.49799919,8.145999908,Biggs244,46.66279984,72.49639854,48.5,73.7
2016,2016-03-03,22.03700066,9.387000084,Biggs244,48.89660015,71.66660118,52,66
2016,2016-03-04,17.5340004,11.69499969,Biggs244,53.05099945,63.56120071,58.7,65.4
2016,2016-03-05,18.05999947,12.42000008,Biggs244,54.35600014,64.50799904,52.1,64
2016,2016-03-06,17.36100006,11.27499962,Biggs244,52.29499931,63.24980011,47.5,60.3
2016,2016-03-07,15.03299999,8.553999901,Biggs244,47.39719982,59.05939999,45.9,60.6
2016,2016-03-08,15.41399956,6.222000122,Biggs244,43.19960022,59.7451992,40.2,55.8
2016,2016-03-09,12.91600037,4.960999966,Biggs244,40.92979994,55.24880066,48.4,61.5
2016,2016-03-10,16.22699928,9.359000206,Biggs244,48.84620037,61.20859871,53.6,59.5
2016,2016-03-11,14.99199963,11.66100025,Biggs244,52.98980045,58.98559933,49.6,57.6
2016,2016-03-12,13.76200008,9.600000381,Biggs244,49.28000069,56.77160015,49,55
2016,2016-03-13,12.53499985,9.456999779,Biggs244,49.0225996,54.56299973,52,57.4
2016,2016-03-14,13.75399971,10.96100044,Biggs244,51.7298008,56.75719948,47.3,65.4
2016,2016-03-15,17.38699913,7.410999775,Biggs244,45.33979959,63.29659843,44.5,67.4
2016,2016-03-16,19.12899971,6.906000137,Biggs244,44.43080025,66.43219948,45.4,78.9
2016,2016-03-17,24.18199921,7.477000237,Biggs244,45.45860043,75.52759857,46.8,80.8
2016,2016-03-18,25.65399933,8.619000435,Biggs244,47.51420078,78.17719879,48.9,75.2
2016,2016-03-19,23.68000031,9.68999958,Biggs244,49.44199924,74.62400055,49.8,72.9
2016,2016-03-20,22.23800087,10.15999985,Biggs244,50.28799973,72.02840157,53.9,65.3
2016,2016-03-21,18.00499916,10.70499992,Biggs244,51.26899986,64.40899849,45.5,61.5
2016,2016-03-22,15.84200001,6.361000061,Biggs244,43.44980011,60.51560001,41,65.5
2016,2016-03-23,17.87199974,5.315999985,Biggs244,41.56879997,64.16959953,44.5,71
2016,2016-03-24,20.95000076,6.774000168,Biggs244,44.1932003,69.71000137,44.8,76.8
2016,2016-03-25,22.65699959,7.65899992,Biggs244,45.78619986,72.78259926,48.1,75.8
2016,2016-03-26,23.8920002,9.328000069,Biggs244,48.79040012,75.00560036,48.2,76.9
2016,2016-03-27,24.08699989,9.93900013,Biggs244,49.89020023,75.35659981,49,72
2016,2016-03-28,20.86700058,7.97300005,Biggs244,46.35140009,69.56060104,45,65.9
2016,2016-03-29,17.8239994,7.467000008,Biggs244,45.44060001,64.08319893,44.7,68.9
2016,2016-03-30,20.0170002,5.606999874,Biggs244,42.09259977,68.03060036,40.3,79.8
2016,2016-03-31,23.90600014,5.190999985,Biggs244,41.34379997,75.03080025,42,77.1
2016,2016-04-01,23.44799995,6.604000092,Biggs244,43.88720016,74.20639992,46,74
2016,2016-04-02,22.93600082,8.17800045,Biggs244,46.72040081,73.28480148,48.5,77.1
2016,2016-04-03,24.55900002,9.604999542,Biggs244,49.28899918,76.20620003,50.3,80.4
2016,2016-04-04,25.97999954,10.71399975,Biggs244,51.28519955,78.76399918,47.1,78.5
2016,2016-04-05,24.90299988,9.119999886,Biggs244,48.41599979,76.82539978,63.2,81.6
2016,2016-04-06,27.03199959,11.83600044,Biggs244,53.3048008,80.65759926,46,88.9
2016,2016-04-07,31.32600021,9.062999725,Biggs244,48.31339951,88.38680038,48.9,82.4
2016,2016-04-08,27.17099953,10.24699974,Biggs244,50.44459953,80.90779915,49.6,79.3
2016,2016-04-09,25.18700027,10.43099976,Biggs244,50.77579956,77.33660049,57.9,63.6
2016,2016-04-10,17.15200043,13.97500038,Biggs244,57.15500069,62.87360077,56.9,70.9
2016,2016-04-11,20.01799965,13.09599972,Biggs244,55.57279949,68.03239937,54.2,75.3
2016,2016-04-12,23.53899956,12.26200008,Biggs244,54.07160015,74.3701992,56.2,72.2
2016,2016-04-13,21.6779995,11.51599979,Biggs244,52.72879963,71.02039909,50.4,72.7
2016,2016-04-14,22.02599907,8.845000267,Biggs244,47.92100048,71.64679832,46.9,69.4
2016,2016-04-15,19.47200012,6.951000214,Biggs244,44.51180038,67.04960022,43.4,73.8
2016,2016-04-16,22.68799973,7.361000061,Biggs244,45.24980011,72.83839951,46,83.9
2016,2016-04-17,28.50499916,9.109999657,Biggs244,48.39799938,83.30899849,42,87.4
2016,2016-04-18,30.19099998,6.995999813,Biggs244,44.59279966,86.34379997,49.6,88.5
2016,2016-04-19,30.78000069,10.64299965,Biggs244,51.15739937,87.40400124,48.3,88.6
2016,2016-04-20,30.6079998,10.50399971,Biggs244,50.90719948,87.09439964,55.6,82.8
2016,2016-04-21,27.8239994,12.84599972,Biggs244,55.12279949,82.08319893,54.8,77.3
2016,2016-04-22,24.08099937,12.99400043,Biggs244,55.38920078,75.34579887,47.9,65.9
2016,2016-04-23,17.39699936,8.831999779,Biggs244,47.8975996,63.31459885,46,73.1
2016,2016-04-24,21.75200081,8.241000175,Biggs244,46.83380032,71.15360146,50.1,75.7
2016,2016-04-25,22.59199905,10.23600006,Biggs244,50.42480011,72.6655983,49.7,71.3
2016,2016-04-26,21.58499908,9.399999619,Biggs244,48.91999931,70.85299835,48.4,76.7
2016,2016-04-27,23.45800018,8.93599987,Biggs244,48.08479977,74.22440033,51,70.3
2016,2016-04-28,20.64999962,9.930999756,Biggs244,49.87579956,69.16999931,48.5,80.7
2016,2016-04-29,26.53800011,10.00899982,Biggs244,50.01619968,79.76840019,49.7,81.9
2016,2016-04-30,26.35899925,10.68099976,Biggs244,51.22579956,79.44619865,57.1,84.1
2016,2016-05-01,28.1079998,13.99800014,Biggs244,57.19640026,82.59439964,56.8,89.2
2016,2016-05-02,30.22800064,13.85400009,Biggs244,56.93720016,86.41040115,54,85
2016,2016-05-03,28.81900024,12.95199966,Biggs244,55.3135994,83.87420044,53.2,83.6
2016,2016-05-04,27.74099922,13.71899986,Biggs244,56.69419975,81.9337986,60.4,85.5
2016,2016-05-05,27.64500046,14.68200016,Biggs244,58.42760029,81.76100082,55.8,68.5
2016,2016-05-06,19.30699921,12.16899967,Biggs244,53.90419941,66.75259857,52.8,72.2
2016,2016-05-07,20.85000038,12.52900028,Biggs244,54.55220051,69.53000069,57.9,63.5
2016,2016-05-08,17.20800018,14.43400002,Biggs244,57.98120003,62.97440033,58.4,74.6
2016,2016-05-09,22.79100037,14.5,Biggs244,58.1,73.02380066,56.9,79.7
2016,2016-05-10,25.85000038,14.0010004,Biggs244,57.20180073,78.53000069,57,85.4
2016,2016-05-11,29.52000046,14.35200024,Biggs244,57.83360043,85.13600082,58.9,90.2
2016,2016-05-12,31.34199905,14.80099964,Biggs244,58.64179935,88.4155983,60.1,95.6
2016,2016-05-13,33.5320015,15.88199997,Biggs244,60.58759995,92.35760269,57.1,86.9
2016,2016-05-14,30.1989994,11.89599991,Biggs244,53.41279984,86.35819893,53,79.3
2016,2016-05-15,25.68499947,11.6590004,Biggs244,52.98620071,78.23299904,55.7,83.2
2016,2016-05-16,27.8920002,13.5909996,Biggs244,56.46379929,82.20560036,58.7,84.9
2016,2016-05-17,29.27000046,16.01199913,Biggs244,60.82159843,84.68600082,63.4,89.9
2016,2016-05-18,32.0530014,17.41300011,Biggs244,63.34340019,89.69540253,61.9,95
2016,2016-05-19,34.36700058,18.4470005,Biggs244,65.20460091,93.86060104,62.3,85.1
2016,2016-05-20,28.08200073,12.93799973,Biggs244,55.28839951,82.54760132,53,64.9
2016,2016-05-21,17.03800011,10.83300018,Biggs244,51.49940033,62.66840019,51,70.3
2016,2016-05-22,19.67099953,10.30500031,Biggs244,50.54900055,67.40779915,51.5,72.6
2016,2016-05-23,21.83300018,10.79399967,Biggs244,51.42919941,71.29940033,53.5,77.5
2016,2016-05-24,23.78800011,11.90799999,Biggs244,53.43439999,74.81840019,57.3,79.4
2016,2016-05-25,24.93499947,13.89900017,Biggs244,57.0182003,76.88299904,55,82.2
2016,2016-05-26,26.90699959,13.28600025,Biggs244,55.91480045,80.43259926,57,88.4
2016,2016-05-27,29.73200035,14.27900028,Biggs244,57.70220051,85.51760063,58.7,89.2
2016,2016-05-28,30.55200005,15.46199989,Biggs244,59.83159981,86.99360008,64.6,90.3
2016,2016-05-29,31.23500061,17.25799942,Biggs244,63.06439896,88.2230011,62.3,96.9
2016,2016-05-30,33.38700104,16.67000008,Biggs244,62.00600014,92.09660187,63.4,98.8
2016,2016-05-31,35.69300079,17.69000053,Biggs244,63.84200096,96.24740143,66.5,99.6
2016,2016-06-01,36.93799973,19.54199982,Biggs244,67.17559967,98.48839951,65.5,95.2
2016,2016-06-02,35.13999939,18.62899971,Biggs244,65.53219948,95.2519989,61.1,98.9
2016,2016-06-03,36.04999924,16.98200035,Biggs244,62.56760063,96.88999863,64.4,103.6
2016,2016-06-04,38.34700012,18.60099983,Biggs244,65.4817997,101.0246002,65.7,92.6
2016,2016-06-05,33.14400101,18.80999947,Biggs244,65.85799904,91.65920181,64.9,100
2016,2016-06-06,36.85400009,20.05500031,Biggs244,68.09900055,98.33720016,67.6,94.9
2016,2016-06-07,35.00299835,18.24200058,Biggs244,64.83560104,95.00539703,61.5,90.5
2016,2016-06-08,32.20700073,16.00600052,Biggs244,60.81080093,89.97260132,58.9,87
2016,2016-06-09,30.25399971,14.99300003,Biggs244,58.98740005,86.45719948,57.3,83.7
2016,2016-06-10,28.70299911,14.32900047,Biggs244,57.79220085,83.66539841,59.5,82.5
2016,2016-06-11,27.97400093,14.99800014,Biggs244,58.99640026,82.35320168,58.4,88.6
2016,2016-06-12,31.50699997,16.4489994,Biggs244,61.60819893,88.71259995,64.1,87.8
2016,2016-06-13,31.08699989,16.95199966,Biggs244,62.5135994,87.95659981,60.6,83
2016,2016-06-14,28.15200043,14.9829998,Biggs244,58.96939964,82.67360077,57.2,77.6
2016,2016-06-15,24.72699928,12.9119997,Biggs244,55.24159946,76.50859871,54.1,70.4
2016,2016-06-16,21.17099953,11.93000031,Biggs244,53.47400055,70.10779915,52.1,72.4
2016,2016-06-17,22.05800056,11.3579998,Biggs244,52.44439964,71.70440102,58.1,76
2016,2016-06-18,23.53199959,14.11100006,Biggs244,57.39980011,74.35759926,54.7,78.9
2016,2016-06-19,25.83699989,13.26000023,Biggs244,55.86800041,78.50659981,54.4,87.4
2016,2016-06-20,30.00799942,13.37800026,Biggs244,56.08040047,86.01439896,58.7,94.6
2016,2016-06-21,34.11899948,15.13300037,Biggs244,59.23940067,93.41419907,61.6,97.9
2016,2016-06-22,36.05099869,17.52499962,Biggs244,63.54499931,96.89179764,62.3,90.7
2016,2016-06-23,32.82400131,17.3579998,Biggs244,63.24439964,91.08320236,60.9,88.8
2016,2016-06-24,31.56999969,16.625,Biggs244,61.925,88.82599945,60.1,95.3
2016,2016-06-25,33.87799835,16.19599915,Biggs244,61.15279846,92.98039703,63.6,98.4
2016,2016-06-26,35.14099884,17.97500038,Biggs244,64.35500069,95.25379791,65.3,107
2016,2016-06-27,38.55599976,18.71899986,Biggs244,65.69419975,101.4007996,64.5,110.5
2016,2016-06-28,40.23899841,19.10700035,Biggs244,66.39260063,104.4301971,64.7,102.2
2016,2016-06-29,37.79999924,19.34700012,Biggs244,66.82460022,100.0399986,64.2,99.4
2016,2016-06-30,36.61399841,18.4279995,Biggs244,65.17039909,97.90519714,62.4,104.7
2016,2016-07-01,38.01100159,17.63500023,Biggs244,63.74300041,100.4198029,68.3,96.9
2016,2016-07-02,35.99599838,18.88899994,Biggs244,66.00019989,96.79279709,62.6,91.5
2016,2016-07-03,33.17399979,17.8409996,Biggs244,64.11379929,91.71319962,62.4,91.5
2016,2016-07-04,32.91999817,17.92200089,Biggs244,64.25960159,91.2559967,62.4,88.2
2016,2016-07-05,31.44599915,16.9829998,Biggs244,62.56939964,88.60279846,59.3,86.9
2016,2016-07-06,30.55699921,14.86699963,Biggs244,58.76059933,87.00259857,57.2,85.6
2016,2016-07-07,29.71100044,14.4460001,Biggs244,58.00280018,85.4798008,59.6,85
2016,2016-07-08,29.50799942,15.0010004,Biggs244,59.00180073,85.11439896,57.9,87
2016,2016-07-09,30.46899986,14.61100006,Biggs244,58.29980011,86.84419975,61.2,87.1
2016,2016-07-10,30.27000046,13.62899971,Biggs244,56.53219948,86.48600082,54.2,86.2
2016,2016-07-11,29.30900002,13.06299973,Biggs244,55.51339951,84.75620003,60.1,90.5
2016,2016-07-12,31.3409996,15.80200005,Biggs244,60.44360008,88.41379929,61.1,91.1
2016,2016-07-13,32.06200027,16.35000038,Biggs244,61.43000069,89.71160049,59.6,97.4
2016,2016-07-14,35.54600143,16.58600044,Biggs244,61.8548008,95.98280258,61.2,99.1
2016,2016-07-15,36.36999893,17.67700005,Biggs244,63.81860008,97.46599808,65.1,96.1
2016,2016-07-16,35.34700012,18.25699997,Biggs244,64.86259995,95.62460022,63.5,88.9
2016,2016-07-17,31.73500061,16.90800095,Biggs244,62.4344017,89.1230011,60.4,84.4
2016,2016-07-18,28.56299973,14.82999992,Biggs244,58.69399986,83.41339951,57.9,83.4
2016,2016-07-19,28.59199905,14.48600006,Biggs244,58.07480011,83.4655983,58.1,87.1
2016,2016-07-20,30.48500061,14.26200008,Biggs244,57.67160015,86.8730011,55,89.5
2016,2016-07-21,31.49099922,13.93400002,Biggs244,57.08120003,88.6837986,57.2,89.9
2016,2016-07-22,32.06399918,14.30500031,Biggs244,57.74900055,89.71519852,56.7,96.2
2016,2016-07-23,34.31299973,13.96100044,Biggs244,57.1298008,93.76339951,63.7,99.5
2016,2016-07-24,36.77799988,18.20999908,Biggs244,64.77799835,98.20039978,64.9,96.8
2016,2016-07-25,36.21300125,18.64800072,Biggs244,65.56640129,97.18340225,64.5,102.1
2016,2016-07-26,36.70999908,18.6609993,Biggs244,65.58979874,98.07799835,65,103.3
2016,2016-07-27,38.39099884,19.48800087,Biggs244,67.07840157,101.1037979,69.8,99.6
2016,2016-07-28,37.60699844,20.46199989,Biggs244,68.83159981,99.6925972,66.9,102.5
2016,2016-07-29,38.00600052,19.84600067,Biggs244,67.72280121,100.4108009,68.2,101.4
2016,2016-07-30,38.3409996,20.5189991,Biggs244,68.93419838,101.0137993,65.6,96
2016,2016-07-31,35.87599945,19.56399918,Biggs244,67.21519852,96.57679901,61.7,92.3
2016,2016-08-01,33.53499985,16.95599937,Biggs244,62.52079887,92.36299973,58.2,90.6
2016,2016-08-02,32.68799973,15.27499962,Biggs244,59.49499931,90.83839951,58.4,94.9
2016,2016-08-03,33.92399979,15.4289999,Biggs244,59.77219982,93.06319962,64.2,101.6
2016,2016-08-04,36.7140007,17.55500031,Biggs244,63.59900055,98.08520126,61.5,87.9
2016,2016-08-05,30.8920002,14.34700012,Biggs244,57.82460022,87.60560036,56.9,85.7
2016,2016-08-06,29.37100029,13.78100014,Biggs244,56.80580025,84.86780052,58.7,88.7
2016,2016-08-07,31.27700043,15.01799965,Biggs244,59.03239937,88.29860077,58.6,89.7
2016,2016-08-08,31.67399979,14.7510004,Biggs244,58.55180073,89.01319962,60.4,91.4
2016,2016-08-09,32.77600098,15.93000031,Biggs244,60.67400055,90.99680176,60.1,96.4
2016,2016-08-10,34.09600067,16.02199936,Biggs244,60.83959885,93.37280121,61.2,93.4
2016,2016-08-11,33.43399811,16.46199989,Biggs244,61.63159981,92.18119659,63.8,94.8
2016,2016-08-12,34.5019989,17.71199989,Biggs244,63.88159981,94.10359802,65,97.7
2016,2016-08-13,35.75799942,18.28000069,Biggs244,64.90400124,96.36439896,63.7,99.5
2016,2016-08-14,36.60100174,17.875,Biggs244,64.175,97.88180313,64.5,97.2
2016,2016-08-15,36.02600098,18.43199921,Biggs244,65.17759857,96.84680176,63.1,96.7
2016,2016-08-16,35.21300125,17.42200089,Biggs244,63.35960159,95.38340225,64.2,95.6
2016,2016-08-17,35.00999832,17.79999924,Biggs244,64.03999863,95.01799698,64.8,95.3
2016,2016-08-18,35.1609993,18.49099922,Biggs244,65.2837986,95.28979874,63.3,96.2
2016,2016-08-19,35.58399963,18.31699944,Biggs244,64.97059898,96.05119934,66,92.9
2016,2016-08-20,33.63299942,17.89800072,Biggs244,64.21640129,92.53939896,62.9,94.8
2016,2016-08-21,34.17900085,17.47800064,Biggs244,63.46040115,93.52220154,64.2,89.7
2016,2016-08-22,31.95700073,16.51000023,Biggs244,61.71800041,89.52260132,59.3,90.6
2016,2016-08-23,32.32300186,15.75199986,Biggs244,60.35359974,90.18140335,56.7,87
2016,2016-08-24,30.5739994,14.60099983,Biggs244,58.2817997,87.03319893,56.4,91.4
2016,2016-08-25,32.54100037,13.94299984,Biggs244,57.09739971,90.57380066,60,93.1
2016,2016-08-26,33.24100113,14.90100002,Biggs244,58.82180004,91.83380203,52.2,91.2
2016,2016-08-27,31.90399933,12.05500031,Biggs244,53.69900055,89.42719879,63.4,86.1
2016,2016-08-28,29.99799919,14.08100033,Biggs244,57.34580059,85.99639854,54.6,91.3
2016,2016-08-29,32.15399933,12.66300011,Biggs244,54.79340019,89.87719879,58.2,85.5
2016,2016-08-30,29.47400093,15.10099983,Biggs244,59.1817997,85.05320168,57.4,90.7
2016,2016-08-31,31.88100052,14.6420002,Biggs244,58.35560036,89.38580093,58.4,96
2016,2016-09-01,34.15200043,15.30900002,Biggs244,59.55620003,93.47360077,58.1,92.9
2016,2016-09-02,31.33600044,14.79199982,Biggs244,58.62559967,88.4048008,58.8,93.9
2016,2016-09-03,32.4280014,15.0880003,Biggs244,59.15840054,90.37040253,62.2,92.3
2016,2016-09-04,30.96699905,15.82999992,Biggs244,60.49399986,87.7405983,56.8,88
2016,2016-09-05,27.70299911,12.88399982,Biggs244,55.19119968,81.86539841,52.6,94
2016,2016-09-06,32.53300095,12.19799995,Biggs244,53.95639992,90.5594017,54.3,95
2016,2016-09-07,32.68799973,13.21399975,Biggs244,55.78519955,90.83839951,57.5,97.3
2016,2016-09-08,34.70299911,15.41899967,Biggs244,59.75419941,94.46539841,61.8,95.1
2016,2016-09-09,33.84700012,16.41600037,Biggs244,61.54880066,92.92460022,56.7,95.5
2016,2016-09-10,33.64899826,14.64900017,Biggs244,58.3682003,92.56819687,60.2,92.4
2016,2016-09-11,33.04800034,17.34399986,Biggs244,63.21919975,91.4864006,60.6,85.9
2016,2016-09-12,29.32999992,14.51599979,Biggs244,58.12879963,84.79399986,53.9,76.2
2016,2016-09-13,24.32999992,11.24199963,Biggs244,52.23559933,75.79399986,54.2,75
2016,2016-09-14,23.46999931,10.74600029,Biggs244,51.34280052,74.24599876,47.4,85.8
2016,2016-09-15,28.10000038,9.527000427,Biggs244,49.14860077,82.58000069,48.9,88.8
2016,2016-09-16,30.57299995,10.5369997,Biggs244,50.96659946,87.03139992,51.2,91.9
2016,2016-09-17,32.68799973,12.13199997,Biggs244,53.83759995,90.83839951,52.8,97.5
2016,2016-09-18,34.23099899,12.85299969,Biggs244,55.13539944,93.61579819,57.3,96.7
2016,2016-09-19,34.90100098,14.76099968,Biggs244,58.56979942,94.82180176,60.4,97.8
2016,2016-09-20,35.5359993,16.42099953,Biggs244,61.55779915,95.96479874,61.9,91.5
2016,2016-09-21,32.57300186,16.80999947,Biggs244,62.25799904,90.63140335,51.4,80.2
2016,2016-09-22,26.41500092,9.291000366,Biggs244,48.72380066,79.54700165,44.9,83.8
2016,2016-09-23,26.52000046,9.126999855,Biggs244,48.42859974,79.73600082,45.7,83.7
2016,2016-09-24,27.75,8.595999718,Biggs244,47.47279949,81.95,52.5,94.1
2016,2016-09-25,33.14400101,12.93799973,Biggs244,55.28839951,91.65920181,59.3,103.5
2016,2016-09-26,38.18799973,14.73200035,Biggs244,58.51760063,100.7383995,52.9,101.1
2016,2016-09-27,36.24100113,12.90299988,Biggs244,55.22539978,97.23380203,57.7,97.9
2016,2016-09-28,35.84899902,14.5340004,Biggs244,58.16120071,96.52819824,54.7,92.8
2016,2016-09-29,33.46099854,14.04800034,Biggs244,57.2864006,92.22979736,51,86.8
2016,2016-09-30,29.96899986,11.82299995,Biggs244,53.28139992,85.94419975,51.4,84.1
2016,2016-10-01,27.99799919,8.671999931,Biggs244,47.60959988,82.39639854,45,83.4
2016,2016-10-02,26.50099945,7.511000156,Biggs244,45.51980028,79.70179901,42.7,71.9
2016,2016-10-03,20.55800056,5.768000126,Biggs244,42.38240023,69.00440102,39.9,64.5
2016,2016-10-04,17.39599991,6.553999901,Biggs244,43.79719982,63.31279984,45.5,77.1
2016,2016-10-05,23.77199936,6.574999809,Biggs244,43.83499966,74.78959885,43.1,79.9
2016,2016-10-06,25.48999977,6.727000237,Biggs244,44.10860043,77.88199959,45.2,82
2016,2016-10-07,27.10899925,7.434999943,Biggs244,45.3829999,80.79619865,40.7,89.3
2016,2016-10-08,30.0720005,6.646999836,Biggs244,43.9645997,86.12960091,47.3,96.1
2016,2016-10-09,32.06000137,9.489999771,Biggs244,49.08199959,89.70800247,47.9,91.2
2016,2016-10-10,32.08200073,9.602000237,Biggs244,49.28360043,89.74760132,45.4,89.1
2016,2016-10-11,30.55900002,8.612000465,Biggs244,47.50160084,87.00620003,48.9,86.2
2016,2016-10-12,27.67499924,10.17000008,Biggs244,50.30600014,81.81499863,45.7,84.1
2016,2016-10-13,26.87000084,8.420000076,Biggs244,47.15600014,80.36600151,59.2,80.4
2016,2016-10-14,25.19099998,14.78800011,Biggs244,58.61840019,77.34379997,59.5,69.4
2016,2016-10-15,19.83699989,14.26299953,Biggs244,57.67339916,67.70659981,55.9,68.9
2016,2016-10-16,19.85300064,13.4630003,Biggs244,56.23340054,67.73540115,54.9,69.2
2016,2016-10-17,19.72500038,12.05799961,Biggs244,53.7043993,67.50500069,48.3,72.3
2016,2016-10-18,21.56399918,8.57199955,Biggs244,47.42959919,70.81519852,46.8,74.1
